eva,2,10,30
50,5.84821,116.209,274.274
100,5.84821,84.8738,190.211
150,2.74199,56.7268,190.211
200,2.74199,56.7268,159.168
250,2.0693,48.4681,151.182
300,2.03434,44.89,137.281
350,1.99014,43.8853,123.701
400,1.99011,41.664,123.701
450,1.99011,40.8849,114.295
500,1.99011,37.6949,111.434
550,1.99011,37.3483,111.27
600,1.99011,37.3483,110.588
650,1.99011,37.3483,109.952
700,1.99011,37.3483,109.608
750,1.99011,37.1152,109.503
800,1.99011,37.1152,109.09
850,1.99011,37.1152,108.948
900,1.99002,36.1166,108.948
950,1.99002,35.3921,108.948
1000,1.99002,35.0323,108.948
1050,1.98998,34.2516,108.948
1100,1.98998,34.1038,105.258
1150,1.98998,33.5619,90.5947
1200,1.98995,33.5268,84.0473
1250,1.98995,33.2911,83.3817
1300,1.98995,33.1157,81.2027
1350,1.29048,33.0303,76.9423
1400,1.02948,33.0303,74.1543
1450,0.999889,32.9566,68.0878
1500,0.999115,22.873,65.7626
1550,0.999013,21.1525,65.1874
1600,0.999003,21.1525,65.1874
1650,0.998971,21.1525,64.9162
1700,0.998458,20.2652,64.8269
1750,0.995024,20.2652,64.7811
1800,0.995024,19.9908,64.7335
1850,0.99501,19.7191,64.7333
1900,0.994986,19.5706,64.7301
1950,0.994986,19.3913,64.7268
2000,0.994986,19.0587,64.7259
2050,0.994986,19.007,64.7259
2100,0.994986,19.007,64.7259
2150,0.994986,19.007,64.7259
2200,0.994972,19.007,64.7259
2250,0.994972,18.5303,64.7259
2300,0.994972,17.8909,61.0446
2350,0.994972,17.8886,57.7238
2400,0.214801,17.8085,57.3789
2450,0.214801,17.8014,56.7124
2500,0.214801,17.7842,56.417
2550,0.214801,17.5246,56.2178
2600,0.0331111,17.4606,55.6233
2650,0.0161165,17.4295,55.4133
2700,0.00892276,17.3887,55.4092
2750,0.00879685,17.3887,55.3636
2800,0.00879685,17.3887,55.3534
2850,0.00878314,15.0166,55.3534
2900,0.00842523,14.3696,55.3534
2950,0.00816253,14.3696,55.3534
3000,0.00816253,14.3455,55.3534
3050,0.00816138,14.3455,55.3534
3100,0.00815535,14.2685,55.0789
3150,0.00308617,14.2588,55.047
3200,8.48E-07,14.2424,54.897
3250,5.79E-07,14.2271,54.5469
3300,1.15E-07,14.1733,54.4266
3350,5.08E-09,14.1687,54.3773
3400,9.83E-10,14.1626,54.3773
3450,9.83E-10,14.1626,54.369
3500,6.26E-10,14.1626,54.369
3550,6.26E-10,14.1495,54.3193
3600,5.07E-10,14.1495,54.2602
3650,2.32E-10,14.1495,54.2531
3700,4.28E-11,14.1495,54.2518
3750,6.02E-12,14.0995,54.2518
3800,6.95E-13,14.0488,51.1961
3850,1.79E-14,14.0484,49.9859
3900,1.79E-14,14.0432,49.4291
3950,8.92E-15,14.0432,49.406
4000,1.79E-15,14.0325,49.3865
4050,1.78E-15,14.0237,49.1932
4100,3.83E-19,14.0237,49.1856
4150,2.23E-20,14.0044,49.1628
4200,3.21E-21,13.9995,49.077
4250,2.31E-21,13.9877,49.0527
4300,1.39E-21,13.9834,49.0352
4350,5.26E-22,13.9829,49.0352
4400,2.78E-23,13.9829,49.0116
4450,4.87E-24,13.981,49.0097
4500,1.72E-24,13.9774,49.0097
4550,1.67E-25,13.9614,49.0097
4600,1.37E-27,13.9599,49.0097
